,Index,Mean_Diameter,SEM_Diameter
0,0,0.35298792307906685,0.35011482907888286
1,1,0.2376241100123546,0.3155040923932963
2,2,0.19199487724892778,0.31403217657643395
3,3,0.29437959535668906,0.3153132528711478
4,4,0.2663084575063675,0.30633491248308387
5,5,0.2595773625474358,0.31446792541207524
6,6,0.2528804671691974,0.3077477997362198
7,7,0.26080174681941676,0.3127092730300224
8,8,0.269124016648678,0.3043307688271159
9,9,0.23562334644002325,0.30348088378228805
10,10,0.24911630758825482,0.3036898102006625
11,11,0.2515650236076853,0.30415415712770305
12,12,0.26799325272272484,0.2903022154753031
13,13,0.3170716936468439,0.29985106003860157
14,14,0.31785120151654045,0.2926617618466122
15,15,0.30384725535736584,0.27472237451763754
16,16,0.3135959654949825,0.27056061510261875
17,17,0.3074805088255289,0.287528198847798
18,18,0.3053939676147816,0.2726932584443063
19,19,0.3071002884787936,0.2755563689570601
20,20,0.2930541634138448,0.2651506517680528
21,21,0.2688393718294092,0.26622757229848565
22,22,0.34312066389752827,0.26707477193268936
23,23,0.3396976383966192,0.2648232069765836
24,24,0.291921668539261,0.2723333825967138
25,25,0.3084043513379785,0.26974420833613894
26,26,0.2629281477773383,0.2525121404357919
27,27,0.21241168033521016,0.22858081896657376
28,28,0.1891133523937402,0.22576915441634426
29,29,0.2111282438158067,0.2183426674205431
30,30,0.22469126567190775,0.2188664150626567
31,31,0.2010641592080523,0.2108405458457846
32,32,0.21396186047928795,0.23544723715769925
33,33,0.26212363796198357,0.21700701650137394
34,34,0.24608715876768314,0.21149600798920812
35,35,0.2634491019628687,0.21559141913875987
36,36,0.19152558531451574,0.20418856895477078
37,37,0.18161303416409194,0.19872291825049956
38,38,0.20686958602365277,0.2075392607316117
39,39,0.1547074390073139,0.19711976312178436
40,40,0.15851985194105844,0.1948526221772219
41,41,0.2003765693691201,0.1971661449247888
42,42,0.18728211004965514,0.19287825182093005
43,43,0.15105324471417164,0.1940367255427444
44,44,0.13347552190217235,0.19885888262311793
45,45,0.1688764977024242,0.18842442416018965
46,46,0.10507536304579211,0.18771879386640125
47,47,0.13988538623352725,0.19176485086994194
48,48,0.10286729788299555,0.18916900065229
49,49,0.12400982303883148,0.18562795033782187
50,50,0.06513091043877169,0.17446388731674495
51,51,0.0008058250955289559,0.17444157770527244
52,52,0.060774397989306075,0.18563179333283142
53,53,0.07001630217908208,0.1757410704671421
54,54,0.026727040008866325,0.17582940184616316
55,55,0.029757357182854324,0.1874738551978362
56,56,-0.014962618973893485,0.1643180266076672
57,57,-0.016600569436050785,0.16871718215244988
58,58,-0.0017665642556334432,0.15141224765478692
59,59,-0.08470682737449134,0.15526209060821397
60,60,-0.006631925272977122,0.15006828008120637
61,61,-0.08252302364172202,0.1459410891279826
62,62,-0.06949387737414062,0.14264530127177694
63,63,-0.05522152879512966,0.1619156138873347
64,64,-0.06435110425974058,0.13956948451138107
65,65,-0.02342524046133112,0.14295959200418057
66,66,-0.07823647485864672,0.13841353515789634
67,67,-0.13608673331011586,0.13878245454000784
68,68,-0.01306343803937259,0.14142085907146962
69,69,-0.025936569143810168,0.13365812309498928
70,70,-0.10809604520882883,0.13231444102610543
71,71,-0.04884836013517667,0.1353759786380056
72,72,-0.0757093958910544,0.12640254197694267
73,73,-0.08166026495579834,0.13843748611414264
74,74,-0.021842402516850816,0.13208875394587805
75,75,-0.053794517268182136,0.14420432370370234
76,76,0.04773940487864251,0.136378659659405
77,77,-0.002446241255863162,0.14046359858043653
78,78,-0.028273214741590787,0.13472156958612044
79,79,-0.003498268294971903,0.14126554572629094
80,80,0.011022106417974504,0.1456837886261498
81,81,-0.02191450771795508,0.13138807969027952
82,82,-0.0284818198436473,0.18017008926383907
83,83,-0.144372958568909,0.24368094644175076
84,84,-0.15803378490990463,0.3115876585489919
85,85,-0.33671124913319467,0.38120056333715113
86,86,-0.34998153308501784,0.4082070799908454
87,87,-0.1522705594716851,0.29602338080173163
88,88,-0.07108596016812932,0.1991161353661762
89,89,-0.08739765550030405,0.14867258455168741
90,90,0.04427795302932228,0.12446552505641924
